call_id,vendor_id,timezone,event_at,vendor_timezone,timezone_conflict
CALL0048378,VND0000007,Asia/Kolkata,2026-02-18 10:36:25,UTC,True
CALL0048379,VND0000004,Asia/Dubai,2026-03-28 00:24:22,UTC,True
CALL0048380,VND0000015,Asia/Dubai,2026-06-06 22:31:47,Asia/Kolkata,True
CALL0048381,VND0000011,Asia/Dubai,2026-01-14 20:34:49,UTC,True
CALL0048382,VND0000010,UTC,2026-03-06 13:46:24,UTC,False
CALL0048383,VND0000003,Asia/Kolkata,2026-03-17 20:20:54,UTC,True
CALL0048384,VND0000005,Asia/Kolkata,2026-04-27 08:40:42,Asia/Kolkata,False
CALL0048385,VND0000009,Asia/Dubai,2026-07-10 06:27:28,Asia/Kolkata,True
CALL0048386,VND0000001,Asia/Kolkata,2026-08-01 23:51:27,Asia/Kolkata,False
CALL0048387,VND0000008,Asia/Kolkata,2026-04-08 15:38:30,Asia/Kolkata,False
CALL0048388,VND0000010,Asia/Kolkata,2026-07-17 00:53:40,UTC,True
CALL0048389,VND0000011,UTC,2026-04-30 09:49:44,UTC,False
CALL0048390,VND0000001,Asia/Dubai,2026-02-08 07:19:10,Asia/Kolkata,True
CALL0048391,VND0000006,UTC,2026-02-21 11:14:21,UTC,False
CALL0048392,VND0000004,Asia/Kolkata,2026-08-05 17:01:06,UTC,True
CALL0048393,VND0000009,UTC,2026-05-01 03:42:45,Asia/Kolkata,True
CALL0048394,VND0000004,Asia/Dubai,2026-06-20 23:43:15,UTC,True
CALL0048395,VND0000015,Asia/Kolkata,2026-02-13 05:21:29,Asia/Kolkata,False
CALL0048396,VND0000010,Asia/Kolkata,2026-02-04 14:48:12,UTC,True
CALL0048397,VND0000005,Asia/Kolkata,2026-01-08 08:54:28,Asia/Kolkata,False
CALL0048398,VND0000014,UTC,2026-07-09 07:26:34,Asia/Kolkata,True
CALL0048399,VND0000008,Asia/Dubai,2026-04-22 11:31:12,Asia/Kolkata,True
CALL0048400,VND0000009,Asia/Kolkata,2026-07-27 05:34:03,Asia/Kolkata,False
CALL0048401,VND0000010,Asia/Kolkata,2026-04-07 07:39:28,UTC,True
CALL0048402,VND0000002,Asia/Dubai,2026-06-08 12:12:43,UTC,True
CALL0048403,VND0000005,Asia/Kolkata,2026-05-18 16:18:16,Asia/Kolkata,False
CALL0048404,VND0000010,Asia/Dubai,2026-07-03 11:55:08,UTC,True
CALL0048405,VND0000002,Asia/Kolkata,2026-02-18 12:52:36,UTC,True
CALL0048406,VND0000008,UTC,2026-06-23 23:24:49,Asia/Kolkata,True
CALL0048407,VND0000004,Asia/Dubai,2026-08-06 15:03:00,UTC,True
CALL0048408,VND0000002,Asia/Dubai,2026-03-30 02:12:08,UTC,True
CALL0048409,VND0000005,Asia/Kolkata,2026-02-21 11:47:08,Asia/Kolkata,False
CALL0048410,VND0000013,Asia/Dubai,2026-08-01 15:49:22,Asia/Kolkata,True
CALL0048411,VND0000004,Asia/Kolkata,2026-08-04 04:07:59,UTC,True
CALL0048412,VND0000006,UTC,2026-05-21 04:54:33,UTC,False
CALL0048413,VND0000009,Asia/Kolkata,2026-07-14 07:53:58,Asia/Kolkata,False
CALL0048414,VND0000014,Asia/Dubai,2026-03-08 05:41:30,Asia/Kolkata,True
CALL0048415,VND0000007,Asia/Dubai,2026-03-21 16:48:12,UTC,True
CALL0048416,VND0000003,Asia/Kolkata,2026-06-04 12:26:49,UTC,True
CALL0048417,VND0000005,UTC,2026-04-08 04:26:19,Asia/Kolkata,True
CALL0048418,VND0000010,Asia/Dubai,2026-04-12 06:26:16,UTC,True
CALL0048419,VND0000004,UTC,2026-07-24 08:38:52,UTC,False
CALL0048420,VND0000012,Asia/Dubai,2026-03-13 19:07:12,UTC,True
CALL0048421,VND0000010,UTC,2026-05-21 05:30:40,UTC,False
CALL0048422,VND0000001,UTC,2026-01-06 23:25:57,Asia/Kolkata,True
CALL0048423,VND0000010,Asia/Dubai,2026-06-28 01:12:57,UTC,True
CALL0048424,VND0000013,UTC,2026-07-05 17:28:17,Asia/Kolkata,True
CALL0048425,VND0000014,UTC,2026-07-30 04:08:07,Asia/Kolkata,True
CALL0048426,VND0000010,Asia/Kolkata,2026-01-17 16:57:43,UTC,True
CALL0048427,VND0000001,Asia/Kolkata,2026-07-18 23:59:12,Asia/Kolkata,False
CALL0048428,VND0000002,Asia/Kolkata,2026-03-05 07:19:17,UTC,True
CALL0048429,VND0000015,Asia/Dubai,2026-01-17 06:45:34,Asia/Kolkata,True
CALL0048430,VND0000003,UTC,2026-01-07 03:06:16,UTC,False
CALL0048431,VND0000004,Asia/Dubai,2026-06-14 22:41:22,UTC,True
CALL0048432,VND0000008,Asia/Dubai,2026-05-12 02:37:45,Asia/Kolkata,True
CALL0048433,VND0000013,UTC,2026-07-02 18:21:31,Asia/Kolkata,True
CALL0048434,VND0000007,Asia/Kolkata,2026-08-05 04:51:14,UTC,True
CALL0048435,VND0000006,Asia/Kolkata,2026-07-21 05:19:47,UTC,True
CALL0048436,VND0000007,Asia/Kolkata,2026-07-24 14:20:13,UTC,True
CALL0048437,VND0000013,Asia/Kolkata,2026-07-22 13:36:11,Asia/Kolkata,False
CALL0048438,VND0000008,Asia/Dubai,2026-06-19 01:01:28,Asia/Kolkata,True
CALL0048439,VND0000008,Asia/Dubai,2026-03-20 11:14:50,Asia/Kolkata,True
CALL0048440,VND0000007,Asia/Dubai,2026-08-06 07:32:59,UTC,True
CALL0048441,VND0000003,Asia/Kolkata,2026-06-07 11:11:43,UTC,True
CALL0048442,VND0000003,UTC,2026-02-19 02:19:39,UTC,False
CALL0048443,VND0000008,Asia/Kolkata,2026-07-01 22:11:18,Asia/Kolkata,False
CALL0048444,VND0000013,UTC,2026-03-23 00:58:55,Asia/Kolkata,True
CALL0048445,VND0000010,UTC,2026-07-27 06:45:49,UTC,False
CALL0048446,VND0000003,Asia/Dubai,2026-07-13 14:12:12,UTC,True
CALL0048447,VND0000013,Asia/Dubai,2026-06-07 05:13:52,Asia/Kolkata,True
CALL0048448,VND0000001,UTC,2026-07-21 13:44:37,Asia/Kolkata,True
CALL0048449,VND0000002,Asia/Dubai,2026-02-24 08:33:42,UTC,True
CALL0048450,VND0000003,Asia/Dubai,2026-05-21 23:37:37,UTC,True
CALL0048451,VND0000011,Asia/Dubai,2026-01-12 01:33:06,UTC,True
CALL0048452,VND0000002,Asia/Kolkata,2026-07-04 07:53:31,UTC,True
CALL0048453,VND0000013,Asia/Kolkata,2026-08-01 18:25:23,Asia/Kolkata,False
CALL0048454,VND0000004,Asia/Kolkata,2026-07-13 15:33:32,UTC,True
CALL0048455,VND0000002,UTC,2026-05-11 09:10:25,UTC,False
CALL0048456,VND0000011,Asia/Kolkata,2026-05-03 19:31:29,UTC,True
CALL0048457,VND0000004,Asia/Kolkata,2026-04-03 16:20:13,UTC,True
CALL0048458,VND0000005,Asia/Dubai,2026-01-03 15:55:38,Asia/Kolkata,True
CALL0048459,VND0000012,UTC,2026-07-18 00:58:22,UTC,False
CALL0048460,VND0000015,Asia/Kolkata,2026-05-05 21:10:02,Asia/Kolkata,False
CALL0048461,VND0000002,Asia/Dubai,2026-07-02 12:46:47,UTC,True
CALL0048462,VND0000011,Asia/Kolkata,2026-03-05 10:53:06,UTC,True
CALL0048463,VND0000011,Asia/Dubai,2026-03-23 05:02:45,UTC,True
CALL0048464,VND0000001,Asia/Dubai,2026-03-12 18:06:00,Asia/Kolkata,True
CALL0048465,VND0000013,Asia/Kolkata,2026-03-20 19:30:29,Asia/Kolkata,False
CALL0048466,VND0000014,Asia/Kolkata,2026-08-01 11:10:39,Asia/Kolkata,False
CALL0048467,VND0000010,Asia/Kolkata,2026-07-12 01:09:45,UTC,True
CALL0048468,VND0000005,Asia/Kolkata,2026-06-06 01:22:15,Asia/Kolkata,False
CALL0048469,VND0000010,Asia/Kolkata,2026-01-22 13:27:00,UTC,True
CALL0048470,VND0000004,Asia/Kolkata,2026-01-31 08:25:08,UTC,True
CALL0048471,VND0000008,Asia/Dubai,2026-07-18 13:31:19,Asia/Kolkata,True
CALL0048472,VND0000014,Asia/Dubai,2026-04-06 17:15:44,Asia/Kolkata,True
CALL0048473,VND0000005,Asia/Kolkata,2026-05-07 00:54:04,Asia/Kolkata,False
CALL0048474,VND0000015,Asia/Kolkata,2026-01-23 05:38:24,Asia/Kolkata,False
CALL0048475,VND0000015,UTC,2026-01-22 11:57:24,Asia/Kolkata,True
CALL0048476,VND0000009,Asia/Kolkata,2026-03-04 16:25:31,Asia/Kolkata,False
CALL0048477,VND0000013,UTC,2026-03-10 05:54:37,Asia/Kolkata,True
CALL0048478,VND0000002,Asia/Kolkata,2026-04-03 17:01:48,UTC,True
CALL0048479,VND0000005,Asia/Dubai,2026-05-06 16:20:48,Asia/Kolkata,True
CALL0048480,VND0000008,Asia/Dubai,2026-04-30 00:05:27,Asia/Kolkata,True
CALL0048481,VND0000002,Asia/Kolkata,2026-03-04 19:02:32,UTC,True
CALL0048482,VND0000006,Asia/Dubai,2026-03-31 04:23:25,UTC,True
CALL0048483,VND0000013,Asia/Dubai,2026-02-10 20:46:08,Asia/Kolkata,True
CALL0048484,VND0000002,Asia/Kolkata,2026-03-29 23:26:41,UTC,True
CALL0048485,VND0000011,Asia/Dubai,2026-05-02 17:36:58,UTC,True
CALL0048486,VND0000008,UTC,2026-02-01 12:16:44,Asia/Kolkata,True
CALL0048487,VND0000006,Asia/Dubai,2026-08-01 03:41:59,UTC,True
CALL0048488,VND0000003,UTC,2026-01-05 12:35:01,UTC,False
CALL0048489,VND0000014,UTC,2026-05-23 17:50:50,Asia/Kolkata,True
CALL0048490,VND0000010,Asia/Kolkata,2026-07-08 04:33:58,UTC,True
CALL0048491,VND0000009,UTC,2026-05-16 14:54:15,Asia/Kolkata,True
CALL0048492,VND0000003,Asia/Dubai,2026-05-25 04:42:39,UTC,True
CALL0048493,VND0000014,Asia/Kolkata,2026-01-01 01:00:28,Asia/Kolkata,False
CALL0048494,VND0000002,Asia/Dubai,2026-05-20 01:15:07,UTC,True
CALL0048495,VND0000006,UTC,2026-05-15 22:57:47,UTC,False
CALL0048496,VND0000002,Asia/Dubai,2026-02-16 08:22:56,UTC,True
CALL0048497,VND0000007,Asia/Kolkata,2026-02-10 13:54:29,UTC,True
CALL0048498,VND0000010,Asia/Dubai,2026-04-13 19:37:00,UTC,True
CALL0048499,VND0000005,Asia/Dubai,2026-05-04 15:48:23,Asia/Kolkata,True
CALL0048500,VND0000015,UTC,2026-04-05 01:10:53,Asia/Kolkata,True
CALL0048501,VND0000007,UTC,2026-05-28 16:51:01,UTC,False
CALL0048502,VND0000012,Asia/Dubai,2026-01-07 03:29:38,UTC,True
CALL0048503,VND0000004,Asia/Dubai,2026-03-01 19:38:12,UTC,True
CALL0048504,VND0000015,UTC,2026-04-30 21:07:38,Asia/Kolkata,True
CALL0048505,VND0000005,Asia/Kolkata,2026-01-04 13:54:02,Asia/Kolkata,False
CALL0048506,VND0000014,UTC,2026-06-11 13:57:20,Asia/Kolkata,True
CALL0048507,VND0000002,Asia/Dubai,2026-02-28 20:06:44,UTC,True
CALL0048508,VND0000004,Asia/Dubai,2026-07-17 07:21:38,UTC,True
CALL0048509,VND0000002,Asia/Dubai,2026-01-17 11:08:20,UTC,True
CALL0048510,VND0000007,Asia/Dubai,2026-01-27 03:04:32,UTC,True
CALL0048511,VND0000007,Asia/Kolkata,2026-03-11 23:57:41,UTC,True
CALL0048512,VND0000003,UTC,2026-06-03 20:06:21,UTC,False
CALL0048513,VND0000015,Asia/Dubai,2026-07-26 09:51:30,Asia/Kolkata,True
CALL0048514,VND0000006,UTC,2026-07-22 16:50:40,UTC,False
CALL0048515,VND0000014,Asia/Dubai,2026-06-09 05:29:29,Asia/Kolkata,True
CALL0048516,VND0000013,Asia/Dubai,2026-01-14 01:51:55,Asia/Kolkata,True
CALL0048517,VND0000012,Asia/Kolkata,2026-08-08 08:48:24,UTC,True
CALL0048518,VND0000004,Asia/Kolkata,2026-07-11 23:07:18,UTC,True
CALL0048519,VND0000014,Asia/Dubai,2026-04-24 22:09:05,Asia/Kolkata,True
CALL0048520,VND0000013,Asia/Kolkata,2026-03-31 17:53:22,Asia/Kolkata,False
CALL0048521,VND0000015,Asia/Kolkata,2026-07-28 05:34:06,Asia/Kolkata,False
CALL0048522,VND0000004,UTC,2026-03-08 03:51:53,UTC,False
CALL0048523,VND0000014,Asia/Dubai,2026-05-16 18:15:02,Asia/Kolkata,True
CALL0048524,VND0000015,Asia/Kolkata,2026-05-07 19:29:44,Asia/Kolkata,False
CALL0048525,VND0000009,Asia/Dubai,2026-05-24 12:03:50,Asia/Kolkata,True
CALL0048526,VND0000006,Asia/Dubai,2026-03-28 12:09:57,UTC,True
CALL0048527,VND0000013,Asia/Kolkata,2026-05-29 20:57:13,Asia/Kolkata,False
CALL0048528,VND0000009,Asia/Kolkata,2026-08-01 11:34:18,Asia/Kolkata,False
CALL0048529,VND0000011,Asia/Dubai,2026-05-30 05:04:01,UTC,True
CALL0048530,VND0000008,UTC,2026-06-27 14:23:06,Asia/Kolkata,True
CALL0048531,VND0000011,UTC,2026-05-08 17:55:54,UTC,False
CALL0048532,VND0000004,UTC,2026-06-04 02:33:55,UTC,False
CALL0048533,VND0000002,UTC,2026-04-12 15:45:48,UTC,False
CALL0048534,VND0000008,Asia/Dubai,2026-05-04 13:47:20,Asia/Kolkata,True
CALL0048535,VND0000002,Asia/Dubai,2026-06-24 17:05:11,UTC,True
CALL0048536,VND0000015,Asia/Dubai,2026-02-21 04:25:05,Asia/Kolkata,True
CALL0048537,VND0000009,Asia/Dubai,2026-01-13 14:36:32,Asia/Kolkata,True
CALL0048538,VND0000005,Asia/Dubai,2026-02-27 02:36:20,Asia/Kolkata,True
CALL0048539,VND0000006,UTC,2026-07-29 03:35:34,UTC,False
CALL0048540,VND0000004,Asia/Kolkata,2026-07-05 13:17:49,UTC,True
CALL0048541,VND0000007,Asia/Kolkata,2026-03-24 15:08:20,UTC,True
CALL0048542,VND0000007,UTC,2026-03-09 01:04:43,UTC,False
CALL0048543,VND0000011,Asia/Kolkata,2026-06-18 07:52:51,UTC,True
CALL0048544,VND0000006,UTC,2026-04-13 04:33:31,UTC,False
CALL0048545,VND0000008,UTC,2026-05-11 19:45:32,Asia/Kolkata,True
CALL0048546,VND0000005,UTC,2026-07-02 13:33:59,Asia/Kolkata,True
CALL0048547,VND0000009,Asia/Dubai,2026-01-25 07:54:18,Asia/Kolkata,True
CALL0048548,VND0000006,UTC,2026-04-03 11:47:34,UTC,False
CALL0048549,VND0000005,Asia/Kolkata,2026-07-12 06:43:24,Asia/Kolkata,False
CALL0048550,VND0000006,Asia/Dubai,2026-05-17 04:47:41,UTC,True
CALL0048551,VND0000006,Asia/Dubai,2026-02-03 02:54:49,UTC,True
CALL0048552,VND0000006,UTC,2026-05-25 01:58:03,UTC,False
CALL0048553,VND0000010,UTC,2026-01-13 13:11:00,UTC,False
CALL0048554,VND0000009,Asia/Dubai,2026-03-29 11:29:26,Asia/Kolkata,True
CALL0048555,VND0000010,UTC,2026-03-10 23:02:25,UTC,False
CALL0048556,VND0000011,UTC,2026-03-28 20:13:09,UTC,False
CALL0048557,VND0000002,Asia/Dubai,2026-06-08 05:51:37,UTC,True
CALL0048558,VND0000015,Asia/Dubai,2026-07-28 00:55:48,Asia/Kolkata,True
CALL0048559,VND0000011,Asia/Dubai,2026-07-13 13:02:00,UTC,True
CALL0048560,VND0000015,Asia/Dubai,2026-07-23 22:39:04,Asia/Kolkata,True
CALL0048561,VND0000009,UTC,2026-04-19 08:30:50,Asia/Kolkata,True
CALL0048562,VND0000004,Asia/Kolkata,2026-07-03 12:43:49,UTC,True
CALL0048563,VND0000004,Asia/Dubai,2026-06-12 17:17:43,UTC,True
CALL0048564,VND0000010,Asia/Dubai,2026-02-03 21:07:53,UTC,True
CALL0048565,VND0000010,UTC,2026-07-16 05:04:10,UTC,False
CALL0048566,VND0000001,UTC,2026-05-18 12:58:00,Asia/Kolkata,True
CALL0048567,VND0000001,UTC,2026-01-21 17:16:46,Asia/Kolkata,True
CALL0048568,VND0000015,UTC,2026-06-12 20:48:23,Asia/Kolkata,True
CALL0048569,VND0000012,Asia/Kolkata,2026-03-18 13:56:20,UTC,True
CALL0048570,VND0000002,Asia/Kolkata,2026-05-11 07:27:19,UTC,True
CALL0048571,VND0000003,UTC,2026-02-01 21:54:57,UTC,False
CALL0048572,VND0000012,Asia/Dubai,2026-05-09 00:04:16,UTC,True
CALL0048573,VND0000011,Asia/Kolkata,2026-06-01 00:32:42,UTC,True
CALL0048574,VND0000014,Asia/Kolkata,2026-06-07 13:13:24,Asia/Kolkata,False
CALL0048575,VND0000010,Asia/Dubai,2026-07-24 10:10:04,UTC,True
CALL0048576,VND0000005,UTC,2026-04-07 08:00:15,Asia/Kolkata,True
CALL0048577,VND0000015,UTC,2026-04-26 10:10:27,Asia/Kolkata,True
CALL0048578,VND0000007,UTC,2026-06-18 07:37:14,UTC,False
CALL0048579,VND0000014,UTC,2026-01-24 17:36:25,Asia/Kolkata,True
CALL0048580,VND0000002,Asia/Dubai,2026-04-26 21:55:11,UTC,True
CALL0048581,VND0000003,Asia/Kolkata,2026-02-21 11:59:18,UTC,True
CALL0048582,VND0000015,UTC,2026-05-12 11:31:43,Asia/Kolkata,True
CALL0048583,VND0000002,Asia/Dubai,2026-01-21 17:53:33,UTC,True
CALL0048584,VND0000008,UTC,2026-01-27 02:54:11,Asia/Kolkata,True
CALL0048585,VND0000013,UTC,2026-04-09 09:06:12,Asia/Kolkata,True
CALL0048586,VND0000014,Asia/Kolkata,2026-01-23 08:08:32,Asia/Kolkata,False
CALL0048587,VND0000015,UTC,2026-05-27 07:47:49,Asia/Kolkata,True
CALL0048588,VND0000005,Asia/Dubai,2026-04-15 15:09:49,Asia/Kolkata,True
CALL0048589,VND0000006,UTC,2026-03-01 02:16:39,UTC,False
CALL0048590,VND0000007,Asia/Kolkata,2026-05-13 07:43:08,UTC,True
CALL0048591,VND0000009,UTC,2026-08-02 04:53:08,Asia/Kolkata,True
CALL0048592,VND0000015,Asia/Kolkata,2026-04-18 22:24:50,Asia/Kolkata,False
CALL0048593,VND0000004,UTC,2026-02-08 07:17:53,UTC,False
CALL0048594,VND0000004,UTC,2026-01-06 22:05:47,UTC,False
CALL0048595,VND0000002,Asia/Kolkata,2026-06-05 23:11:21,UTC,True
CALL0048596,VND0000013,UTC,2026-07-23 06:45:59,Asia/Kolkata,True
CALL0048597,VND0000001,UTC,2026-04-02 15:47:54,Asia/Kolkata,True
CALL0048598,VND0000009,UTC,2026-05-15 06:27:40,Asia/Kolkata,True
CALL0048599,VND0000012,Asia/Dubai,2026-07-19 03:42:56,UTC,True
CALL0048600,VND0000004,UTC,2026-03-13 03:13:13,UTC,False
CALL0048601,VND0000014,UTC,2026-08-04 05:54:53,Asia/Kolkata,True
CALL0048602,VND0000013,UTC,2026-04-06 23:28:29,Asia/Kolkata,True
CALL0048603,VND0000006,UTC,2026-04-04 22:53:42,UTC,False
CALL0048604,VND0000015,Asia/Dubai,2026-05-08 12:53:36,Asia/Kolkata,True
CALL0048605,VND0000002,Asia/Kolkata,2026-06-15 17:40:27,UTC,True
CALL0048606,VND0000006,Asia/Kolkata,2026-05-21 08:08:17,UTC,True
CALL0048607,VND0000007,Asia/Dubai,2026-01-24 16:57:57,UTC,True
CALL0048608,VND0000002,Asia/Dubai,2026-05-16 19:18:36,UTC,True
CALL0048609,VND0000001,Asia/Kolkata,2026-01-28 14:08:36,Asia/Kolkata,False
CALL0048610,VND0000002,Asia/Dubai,2026-07-28 00:53:47,UTC,True
CALL0048611,VND0000006,Asia/Dubai,2026-06-02 18:11:04,UTC,True
CALL0048612,VND0000015,UTC,2026-03-13 18:10:57,Asia/Kolkata,True
CALL0048613,VND0000007,Asia/Kolkata,2026-07-29 22:15:35,UTC,True
CALL0048614,VND0000015,UTC,2026-02-26 15:25:47,Asia/Kolkata,True
CALL0048615,VND0000009,UTC,2026-06-19 10:45:23,Asia/Kolkata,True
CALL0048616,VND0000008,Asia/Dubai,2026-07-05 21:13:24,Asia/Kolkata,True
CALL0048617,VND0000011,UTC,2026-06-18 08:44:10,UTC,False
CALL0048618,VND0000009,Asia/Dubai,2026-01-14 21:23:36,Asia/Kolkata,True
CALL0048619,VND0000002,Asia/Dubai,2026-03-04 22:48:32,UTC,True
CALL0048620,VND0000011,Asia/Dubai,2026-02-07 11:12:59,UTC,True
CALL0048621,VND0000015,UTC,2026-05-09 00:02:45,Asia/Kolkata,True
CALL0048622,VND0000008,Asia/Kolkata,2026-03-19 11:13:31,Asia/Kolkata,False
CALL0048623,VND0000010,UTC,2026-01-08 00:13:06,UTC,False
CALL0048624,VND0000005,UTC,2026-07-17 21:49:50,Asia/Kolkata,True
CALL0048625,VND0000010,Asia/Kolkata,2026-07-04 11:43:44,UTC,True
CALL0048626,VND0000015,UTC,2026-05-12 02:23:28,Asia/Kolkata,True
CALL0048627,VND0000008,UTC,2026-04-27 17:45:10,Asia/Kolkata,True
CALL0048628,VND0000010,UTC,2026-04-19 09:56:01,UTC,False
CALL0048629,VND0000008,Asia/Dubai,2026-03-18 16:27:07,Asia/Kolkata,True
CALL0048630,VND0000011,Asia/Kolkata,2026-06-28 02:57:37,UTC,True
CALL0048631,VND0000001,Asia/Dubai,2026-04-20 21:52:27,Asia/Kolkata,True
CALL0048632,VND0000013,Asia/Kolkata,2026-08-07 16:45:04,Asia/Kolkata,False
CALL0048633,VND0000012,Asia/Kolkata,2026-03-16 15:01:43,UTC,True
CALL0048634,VND0000006,Asia/Kolkata,2026-01-08 00:01:59,UTC,True
CALL0048635,VND0000007,Asia/Dubai,2026-05-13 10:03:31,UTC,True
CALL0048636,VND0000014,UTC,2026-05-19 17:01:49,Asia/Kolkata,True
CALL0048637,VND0000006,UTC,2026-02-15 23:55:22,UTC,False
CALL0048638,VND0000010,Asia/Dubai,2026-07-13 01:30:14,UTC,True
CALL0048639,VND0000010,Asia/Kolkata,2026-03-01 23:15:49,UTC,True
CALL0048640,VND0000002,Asia/Kolkata,2026-03-16 08:14:57,UTC,True
CALL0048641,VND0000015,UTC,2026-05-20 04:37:28,Asia/Kolkata,True
CALL0048642,VND0000003,Asia/Kolkata,2026-02-01 16:38:53,UTC,True
CALL0048643,VND0000004,Asia/Kolkata,2026-03-30 01:31:30,UTC,True
CALL0048644,VND0000008,UTC,2026-05-07 19:17:36,Asia/Kolkata,True
CALL0048645,VND0000001,UTC,2026-03-26 09:24:05,Asia/Kolkata,True
CALL0048646,VND0000011,UTC,2026-05-30 10:19:48,UTC,False
CALL0048647,VND0000009,Asia/Kolkata,2026-02-13 18:51:56,Asia/Kolkata,False
CALL0048648,VND0000011,Asia/Dubai,2026-01-03 19:44:27,UTC,True
CALL0048649,VND0000002,Asia/Kolkata,2026-01-18 09:45:33,UTC,True
CALL0048650,VND0000015,Asia/Kolkata,2026-02-11 14:51:11,Asia/Kolkata,False
CALL0048651,VND0000013,UTC,2026-04-07 12:47:38,Asia/Kolkata,True
CALL0048652,VND0000015,UTC,2026-04-12 02:03:06,Asia/Kolkata,True
CALL0048653,VND0000003,Asia/Dubai,2026-04-03 21:58:23,UTC,True
CALL0048654,VND0000013,UTC,2026-05-17 09:54:13,Asia/Kolkata,True
CALL0048655,VND0000012,UTC,2026-07-24 09:37:44,UTC,False
CALL0048656,VND0000005,Asia/Dubai,2026-07-04 05:12:49,Asia/Kolkata,True
CALL0048657,VND0000002,Asia/Kolkata,2026-02-19 16:12:22,UTC,True
CALL0048658,VND0000006,Asia/Kolkata,2026-07-28 21:02:02,UTC,True
CALL0048659,VND0000003,UTC,2026-01-28 04:28:33,UTC,False
CALL0048660,VND0000005,Asia/Kolkata,2026-05-14 08:50:32,Asia/Kolkata,False
CALL0048661,VND0000009,Asia/Kolkata,2026-06-24 18:41:09,Asia/Kolkata,False
CALL0048662,VND0000001,Asia/Kolkata,2026-02-10 09:44:18,Asia/Kolkata,False
CALL0048663,VND0000008,Asia/Dubai,2026-03-08 02:36:24,Asia/Kolkata,True
CALL0048664,VND0000007,Asia/Kolkata,2026-04-22 22:18:40,UTC,True
CALL0048665,VND0000012,UTC,2026-04-20 04:03:36,UTC,False
CALL0048666,VND0000001,Asia/Dubai,2026-08-06 17:37:53,Asia/Kolkata,True
CALL0048667,VND0000009,Asia/Dubai,2026-06-22 14:59:11,Asia/Kolkata,True
CALL0048668,VND0000012,UTC,2026-07-07 12:45:33,UTC,False
CALL0048669,VND0000011,UTC,2026-03-13 01:17:34,UTC,False
CALL0048670,VND0000001,UTC,2026-07-21 02:46:34,Asia/Kolkata,True
CALL0048671,VND0000009,Asia/Dubai,2026-02-05 08:05:46,Asia/Kolkata,True
CALL0048672,VND0000010,Asia/Kolkata,2026-04-29 04:40:28,UTC,True
CALL0048673,VND0000002,Asia/Kolkata,2026-05-15 16:35:33,UTC,True
CALL0048674,VND0000014,UTC,2026-07-18 18:51:30,Asia/Kolkata,True
CALL0048675,VND0000014,UTC,2026-03-22 03:41:45,Asia/Kolkata,True
CALL0048676,VND0000009,UTC,2026-06-07 11:14:48,Asia/Kolkata,True
CALL0048677,VND0000001,Asia/Kolkata,2026-03-24 22:09:02,Asia/Kolkata,False
CALL0048678,VND0000008,Asia/Kolkata,2026-01-25 15:15:34,Asia/Kolkata,False
CALL0048679,VND0000014,Asia/Dubai,2026-06-21 06:51:09,Asia/Kolkata,True
CALL0048680,VND0000002,Asia/Dubai,2026-02-04 22:16:38,UTC,True
CALL0048681,VND0000007,Asia/Dubai,2026-05-31 03:06:59,UTC,True
CALL0048682,VND0000014,Asia/Dubai,2026-01-18 02:32:11,Asia/Kolkata,True
CALL0048683,VND0000003,Asia/Kolkata,2026-05-18 19:44:54,UTC,True
CALL0048684,VND0000004,Asia/Kolkata,2026-08-04 18:08:28,UTC,True
CALL0048685,VND0000001,Asia/Kolkata,2026-02-02 08:42:47,Asia/Kolkata,False
CALL0048686,VND0000015,Asia/Kolkata,2026-07-09 09:29:46,Asia/Kolkata,False
CALL0048687,VND0000004,Asia/Dubai,2026-01-07 04:14:28,UTC,True
CALL0048688,VND0000015,Asia/Dubai,2026-06-13 20:44:56,Asia/Kolkata,True
CALL0048689,VND0000009,UTC,2026-05-07 05:15:52,Asia/Kolkata,True
CALL0048690,VND0000004,Asia/Kolkata,2026-01-13 16:31:41,UTC,True
CALL0048691,VND0000009,UTC,2026-02-14 03:50:18,Asia/Kolkata,True
CALL0048692,VND0000001,Asia/Dubai,2026-02-20 19:59:38,Asia/Kolkata,True
CALL0048693,VND0000010,Asia/Dubai,2026-01-11 18:08:28,UTC,True
CALL0048694,VND0000007,Asia/Dubai,2026-04-22 11:12:48,UTC,True
CALL0048695,VND0000004,Asia/Dubai,2026-06-08 21:35:50,UTC,True
CALL0048696,VND0000015,UTC,2026-02-18 17:11:15,Asia/Kolkata,True
CALL0048697,VND0000009,Asia/Dubai,2026-06-13 17:13:30,Asia/Kolkata,True
CALL0048698,VND0000004,UTC,2026-03-10 10:41:03,UTC,False
CALL0048699,VND0000010,Asia/Dubai,2026-01-12 13:29:15,UTC,True
CALL0048700,VND0000003,Asia/Dubai,2026-03-14 15:39:23,UTC,True
CALL0048701,VND0000006,Asia/Dubai,2026-04-28 17:07:55,UTC,True
CALL0048702,VND0000001,Asia/Dubai,2026-01-30 19:03:56,Asia/Kolkata,True
CALL0048703,VND0000003,Asia/Kolkata,2026-01-30 23:44:58,UTC,True
CALL0048704,VND0000006,UTC,2026-04-03 12:45:48,UTC,False
CALL0048705,VND0000006,UTC,2026-01-26 04:48:43,UTC,False
CALL0048706,VND0000012,Asia/Dubai,2026-06-10 23:11:53,UTC,True
