payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,audited_recovery,rejection_reason
PAYMENT0008300,ACC0004561,BRW0001276,2026-04-21 05:21:16,TXN0000000576,139050.02,FAILED,NETBANKING,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0019692,ACC0020225,BRW0002676,2026-04-21 05:50:42,TXN0000051110,127247.26,PENDING,NETBANKING,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0010722,ACC0028939,BRW0009165,2026-04-21 05:57:43,TXN0000052692,61183.08,REVERSED,CARD,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0015639,ACC0007018,BRW0002143,2026-04-21 06:30:47,TXN0000064091,16041.8,SUCCESS,NACH,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0011157,ACC0011256,BRW0008718,2026-04-21 06:50:28,TXN0000021475,128474.34,SUCCESS,CARD,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0003956,ACC0004243,BRW0011657,2026-04-21 06:51:43,TXN0000066149,88694.26,SUCCESS,NACH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0004787,ACC0021214,BRW0003978,2026-04-21 06:54:12,TXN0000066662,110203.87,SUCCESS,NETBANKING,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0005942,ACC0026550,BRW0003739,2026-04-21 07:01:59,TXN0000058290,40936.76,PENDING,NETBANKING,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0013026,ACC0004865,BRW0007351,2026-04-21 07:12:49,TXN0000013019,54834.26,FAILED,CASH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0000266,ACC0000084,BRW0008550,2026-04-21 07:15:35,TXN0000010428,56157.12,PENDING,CASH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0016666,ACC0020759,BRW0011866,2026-04-21 08:11:57,TXN0000024456,40766.62,FAILED,CASH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0005868,ACC0012003,BRW0009708,2026-04-21 08:14:34,TXN0000004486,68471.35,REVERSED,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0022100,ACC0000826,BRW0010723,2026-04-21 08:35:27,TXN0000045666,78771.81,FAILED,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0019678,ACC0022160,BRW0000749,2026-04-21 08:50:58,TXN0000058490,31537.72,FAILED,NETBANKING,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0018310,ACC0000853,BRW0010674,2026-04-21 09:00:44,TXN0000060484,62823.57,SUCCESS,CASH,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0007009,ACC0028788,BRW0006056,2026-04-21 09:12:44,TXN0000011580,50014.54,SUCCESS,NETBANKING,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0013244,ACC0025329,BRW0005512,2026-04-21 09:32:59,TXN0000061968,43685.23,PENDING,CARD,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0016360,ACC0017999,BRW0003807,2026-04-21 09:38:30,TXN0000016553,131857.63,PENDING,NACH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0015022,ACC0005131,BRW0000609,2026-04-21 09:40:25,TXN0000021151,91203.99,SUCCESS,NETBANKING,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0013274,ACC0003973,BRW0000730,2026-04-21 09:58:14,TXN0000007727,50995.94,FAILED,UPI,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0015361,ACC0009349,BRW0000216,2026-04-21 10:22:06,TXN0000064554,52401.3,SUCCESS,NACH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0023621,ACC0015645,BRW0006034,2026-04-21 10:44:04,TXN0000024584,115099.24,FAILED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0002347,ACC0016344,BRW0008493,2026-04-21 10:47:40,TXN0000041158,69843.45,REVERSED,NACH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0014753,ACC0003992,BRW0007696,2026-04-21 10:47:46,TXN0000008203,2113.07,REVERSED,NETBANKING,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0017679,ACC0028717,BRW0007181,2026-04-21 10:57:27,TXN0000028226,110642.94,PENDING,NACH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0000398,ACC0026009,BRW0011783,2026-04-21 11:00:05,TXN0000012166,133203.98,SUCCESS,UPI,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0023176,ACC0010294,BRW0002178,2026-04-21 11:53:58,TXN0000036649,56928.35,SUCCESS,CARD,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0023438,ACC0027167,BRW0004441,2026-04-21 12:53:10,TXN0000040596,83271.63,FAILED,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0000523,ACC0018679,BRW0003564,2026-04-21 14:34:23,TXN0000055224,122159.77,PENDING,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0007908,ACC0024220,BRW0007360,2026-04-21 15:11:50,TXN0000042556,95286.12,SUCCESS,NETBANKING,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0002780,ACC0013434,BRW0003892,2026-04-21 15:45:07,TXN0000020321,119384.58,SUCCESS,NETBANKING,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0024655,ACC0015598,BRW0000685,2026-04-21 16:09:54,TXN0000003193,112605.98,REVERSED,CARD,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0022948,ACC0009262,BRW0001178,2026-04-21 18:02:14,TXN0000031854,83778.99,FAILED,UPI,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0013472,ACC0009703,BRW0002105,2026-04-21 18:22:09,TXN0000041245,102730.53,REVERSED,UPI,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0019540,ACC0021713,BRW0003794,2026-04-21 19:20:02,TXN0000041456,58609.25,SUCCESS,NETBANKING,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0016277,ACC0022875,BRW0007357,2026-04-21 19:26:03,TXN0000038152,142142.07,SUCCESS,UPI,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0012775,ACC0015902,BRW0009900,2026-04-21 19:26:25,TXN0000029969,73942.08,FAILED,NACH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0023128,ACC0024971,BRW0001629,2026-04-21 19:30:24,TXN0000016366,114927.79,SUCCESS,UPI,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0018849,ACC0008686,BRW0011098,2026-04-21 20:01:26,TXN0000016608,3820.19,SUCCESS,UPI,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0011757,ACC0019079,BRW0010842,2026-04-21 20:53:51,TXN0000019940,54489.21,SUCCESS,CASH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0008678,ACC0023429,BRW0003743,2026-04-21 21:03:59,TXN0000028760,46971.21,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0020759,ACC0013283,BRW0006208,2026-04-21 21:09:12,TXN0000040368,41819.62,FAILED,NETBANKING,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0010099,ACC0017346,BRW0006291,2026-04-21 21:09:53,TXN0000038566,16293.36,REVERSED,CASH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0019186,ACC0022144,BRW0001573,2026-04-21 21:19:13,TXN0000012864,68829.44,SUCCESS,NACH,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0020237,ACC0021274,BRW0006971,2026-04-21 21:38:06,TXN0000065027,15346.79,FAILED,CARD,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0013834,ACC0023046,BRW0001634,2026-04-21 21:58:34,TXN0000001721,51676.77,FAILED,CASH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0013521,ACC0003233,BRW0010848,2026-04-21 22:14:03,TXN0000062289,77951.52,SUCCESS,NACH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0021674,ACC0004191,BRW0007855,2026-04-21 22:21:02,TXN0000056347,121046.37,FAILED,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0012762,ACC0027134,BRW0001119,2026-04-21 22:25:27,TXN0000000765,45194.46,FAILED,NETBANKING,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0005542,ACC0009914,BRW0003701,2026-04-21 23:14:05,TXN0000065365,19384.55,PENDING,CASH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0021046,ACC0028934,BRW0006438,2026-04-21 23:23:43,TXN0000061381,54009.92,SUCCESS,NACH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0023783,ACC0000400,BRW0004843,2026-04-21 23:36:59,TXN0000038381,18464.75,PENDING,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0023270,ACC0004763,BRW0008168,2026-04-21 23:44:08,TXN0000000491,13047.63,SUCCESS,NETBANKING,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0001133,ACC0006634,BRW0002798,2026-04-21 23:46:43,TXN0000041539,60732.11,REVERSED,NACH,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0009141,ACC0019088,BRW0009590,2026-04-22 00:01:06,TXN0000058834,119594.03,PENDING,CARD,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0014367,ACC0003674,BRW0007126,2026-04-22 00:25:41,TXN0000000407,95680.02,FAILED,UPI,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0009296,ACC0008325,BRW0010426,2026-04-22 01:27:56,TXN0000017708,109315.15,FAILED,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0021571,ACC0005859,BRW0008923,2026-04-22 01:43:06,TXN0000009821,134788.94,PENDING,UPI,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0021385,ACC0011501,BRW0005942,2026-04-22 02:17:27,TXN0000063330,148411.52,SUCCESS,UPI,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0020680,ACC0024432,BRW0002788,2026-04-22 02:20:50,TXN0000062035,10301.1,SUCCESS,CASH,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0024705,ACC0020083,BRW0008446,2026-04-22 03:32:11,TXN0000061216,1258.97,FAILED,NACH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0015596,ACC0020366,BRW0002221,2026-04-22 03:39:16,TXN0000062952,52819.33,SUCCESS,NACH,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0022383,ACC0003724,BRW0006328,2026-04-22 03:57:40,TXN0000040452,107648.85,SUCCESS,CASH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0004304,ACC0015938,BRW0009704,2026-04-22 04:05:41,TXN0000039532,74792.54,PENDING,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0002362,ACC0013868,BRW0011102,2026-04-22 04:22:43,TXN0000039300,121465.34,SUCCESS,CASH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0016994,ACC0006746,BRW0006402,2026-04-22 05:01:02,TXN0000008290,114530.55,SUCCESS,NACH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0019567,ACC0005308,BRW0005909,2026-04-22 05:27:38,TXN0000018852,123002.65,SUCCESS,CARD,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0021537,ACC0028913,BRW0003071,2026-04-22 06:33:14,TXN0000025630,125291.35,PENDING,NETBANKING,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0018101,ACC0000656,BRW0005245,2026-04-22 06:45:48,TXN0000002683,134310.96,PENDING,NETBANKING,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0018676,ACC0014200,BRW0000882,2026-04-22 07:44:20,TXN0000022828,19146.14,PENDING,UPI,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0021636,ACC0028707,BRW0011598,2026-04-22 07:48:11,TXN0000009343,56309.12,PENDING,UPI,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0022477,ACC0020762,BRW0002458,2026-04-22 07:50:45,TXN0000040232,35798.68,SUCCESS,NACH,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0023121,ACC0016982,BRW0000476,2026-04-22 07:50:46,TXN0000067865,4982.22,SUCCESS,NETBANKING,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0007752,ACC0011162,BRW0004438,2026-04-22 09:08:26,TXN0000028097,56099.13,SUCCESS,CARD,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0005949,ACC0017975,BRW0011467,2026-04-22 09:50:11,TXN0000056093,93030.17,PENDING,NACH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0021017,ACC0001185,BRW0010066,2026-04-22 10:02:30,TXN0000015109,10996.41,SUCCESS,NACH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0004651,ACC0026230,BRW0010748,2026-04-22 10:07:25,TXN0000065623,301.6,REVERSED,NETBANKING,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0011911,ACC0018229,BRW0001855,2026-04-22 10:49:33,TXN0000005275,93916.23,REVERSED,NACH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0003265,ACC0017548,BRW0005695,2026-04-22 11:01:51,TXN0000024957,122034.17,FAILED,CARD,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0011019,ACC0024793,BRW0001665,2026-04-22 11:50:04,TXN0000037385,129686.09,REVERSED,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0022308,ACC0027943,BRW0000187,2026-04-22 11:50:32,TXN0000069581,61715.31,SUCCESS,CASH,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0008128,ACC0020622,BRW0009189,2026-04-22 12:34:28,TXN0000000606,60155.93,FAILED,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0006929,ACC0020020,BRW0010356,2026-04-22 12:57:06,TXN0000032537,116377.54,SUCCESS,NACH,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0010000,ACC0015659,BRW0009733,2026-04-22 13:02:49,TXN0000029404,122459.73,FAILED,CASH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0003997,ACC0021295,BRW0011836,2026-04-22 13:27:47,TXN0000014067,103965.76,PENDING,NACH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0018976,ACC0018342,BRW0002472,2026-04-22 13:36:53,TXN0000009933,42551.23,REVERSED,NACH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0000954,ACC0012276,BRW0002512,2026-04-22 13:50:49,TXN0000067119,14275.91,REVERSED,NACH,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0004943,ACC0003798,BRW0001497,2026-04-22 13:55:29,TXN0000043424,66592.99,SUCCESS,NACH,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0016434,ACC0006288,BRW0004240,2026-04-22 14:39:22,TXN0000049556,137904.97,SUCCESS,UPI,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0007143,ACC0022538,BRW0002258,2026-04-22 14:41:35,TXN0000046736,7160.65,SUCCESS,NACH,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0005138,ACC0008990,BRW0007833,2026-04-22 15:11:24,TXN0000020925,28198.49,FAILED,NETBANKING,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0019303,ACC0010516,BRW0007531,2026-04-22 15:18:59,TXN0000060581,28272.33,REVERSED,NETBANKING,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0009432,ACC0023479,BRW0003516,2026-04-22 15:44:44,TXN0000016236,130094.38,SUCCESS,UPI,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0010568,ACC0013496,BRW0001431,2026-04-22 16:01:45,TXN0000011354,3751.55,FAILED,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0019188,ACC0018107,BRW0008571,2026-04-22 16:50:02,TXN0000031107,106932.14,REVERSED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0004562,ACC0023636,BRW0002681,2026-04-22 17:18:54,TXN0000048229,40162.78,PENDING,CARD,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0018817,ACC0024961,BRW0011733,2026-04-22 17:24:46,TXN0000001933,4217.76,SUCCESS,CASH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0023359,ACC0015604,BRW0010042,2026-04-22 18:20:42,TXN0000048122,140305.2,PENDING,CARD,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0005471,ACC0004251,BRW0011060,2026-04-22 20:00:08,TXN0000034594,84116.93,PENDING,UPI,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0015730,ACC0016898,BRW0008223,2026-04-22 20:05:46,TXN0000050520,121230.28,FAILED,NACH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0005137,ACC0010871,BRW0001609,2026-04-22 20:15:44,TXN0000015035,26101.26,FAILED,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0017522,ACC0005337,BRW0010049,2026-04-22 21:13:20,TXN0000018611,56480.25,SUCCESS,CASH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0018504,ACC0004251,BRW0008489,2026-04-22 21:47:40,TXN0000056730,7821.4,SUCCESS,CASH,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0013460,ACC0010639,BRW0005184,2026-04-22 22:51:21,TXN0000013794,67337.91,SUCCESS,NETBANKING,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0023469,ACC0022180,BRW0004400,2026-04-22 23:02:24,TXN0000037508,71919.43,SUCCESS,NACH,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0002158,ACC0011935,BRW0004813,2026-04-23 00:51:16,TXN0000006727,78845.69,SUCCESS,CASH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0000905,ACC0007968,BRW0001650,2026-04-23 00:56:16,TXN0000058525,88843.14,PENDING,CARD,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0002225,ACC0023805,BRW0007465,2026-04-23 01:22:21,TXN0000035709,89863.72,SUCCESS,CARD,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0016338,ACC0003834,BRW0005801,2026-04-23 02:10:52,TXN0000019733,117412.35,SUCCESS,CASH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0011787,ACC0022783,BRW0004792,2026-04-23 02:11:35,TXN0000007226,144245.58,PENDING,CASH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0019620,ACC0022470,BRW0003707,2026-04-23 02:50:29,TXN0000048432,49574.67,SUCCESS,CARD,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0003248,ACC0000604,BRW0006057,2026-04-23 02:51:52,TXN0000050870,40585.47,PENDING,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0015044,ACC0012901,BRW0008147,2026-04-23 03:01:23,TXN0000003650,114201.1,PENDING,UPI,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0024728,ACC0001806,BRW0002466,2026-04-23 03:31:14,TXN0000014302,51841.76,SUCCESS,CARD,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0018366,ACC0024225,BRW0008117,2026-04-23 03:40:44,TXN0000047953,128126.69,PENDING,NACH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0012280,ACC0006896,BRW0009705,2026-04-23 03:46:40,TXN0000009524,6818.46,PENDING,NETBANKING,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0024351,ACC0024170,BRW0008954,2026-04-23 03:52:41,TXN0000028410,33538.34,SUCCESS,NETBANKING,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0022466,ACC0013781,BRW0002794,2026-04-23 04:36:19,TXN0000058181,54501.07,SUCCESS,NACH,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0015917,ACC0011054,BRW0002096,2026-04-23 04:41:34,TXN0000018401,105863.54,SUCCESS,CARD,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0023573,ACC0022621,BRW0006049,2026-04-23 04:47:20,TXN0000064772,28119.86,SUCCESS,CARD,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0016809,ACC0014990,BRW0006061,2026-04-23 05:08:27,TXN0000051436,47110.62,PENDING,CARD,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0018570,ACC0010337,BRW0011395,2026-04-23 05:14:54,TXN0000016647,53454.45,SUCCESS,CARD,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0024513,ACC0004337,BRW0006382,2026-04-23 06:12:11,TXN0000062952,33083.82,FAILED,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0022180,ACC0020449,BRW0008525,2026-04-23 06:20:33,TXN0000040693,122677.45,FAILED,CARD,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0022653,ACC0015256,BRW0005203,2026-04-23 06:23:26,TXN0000066174,46224.47,FAILED,CASH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0002043,ACC0012903,BRW0008098,2026-04-23 06:34:22,TXN0000020539,27740.51,PENDING,NETBANKING,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0012200,ACC0027084,BRW0002373,2026-04-23 06:43:56,TXN0000063729,44580.83,SUCCESS,CASH,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0010613,ACC0022171,BRW0009314,2026-04-23 06:47:11,TXN0000006301,39579.69,PENDING,CASH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0018376,ACC0016595,BRW0008598,2026-04-23 07:34:27,TXN0000062293,149025.67,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0006686,ACC0009147,BRW0003691,2026-04-23 07:57:10,TXN0000026024,122806.8,SUCCESS,NACH,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0011857,ACC0025819,BRW0006230,2026-04-23 08:05:02,TXN0000053108,45491.38,PENDING,NETBANKING,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0012507,ACC0027384,BRW0009694,2026-04-23 08:14:07,TXN0000036347,138812.07,REVERSED,UPI,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0021158,ACC0014691,BRW0003567,2026-04-23 08:14:19,TXN0000006181,32192.71,SUCCESS,CARD,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0003625,ACC0024579,BRW0004866,2026-04-23 08:16:08,TXN0000043896,105328.27,FAILED,NACH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0018416,ACC0010857,BRW0011426,2026-04-23 08:25:00,TXN0000036207,96370.12,FAILED,CASH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0011218,ACC0029859,BRW0001350,2026-04-23 08:28:34,TXN0000015512,104955.3,FAILED,CASH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0009581,ACC0012221,BRW0002123,2026-04-23 08:32:26,TXN0000018649,71603.0,SUCCESS,NETBANKING,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0010093,ACC0016217,BRW0001397,2026-04-23 08:35:25,TXN0000010066,2766.27,SUCCESS,UPI,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0015362,ACC0012476,BRW0005585,2026-04-23 08:36:57,TXN0000065030,39174.0,PENDING,UPI,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0007246,ACC0014552,BRW0004887,2026-04-23 08:47:12,TXN0000008803,123438.57,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0003217,ACC0008852,BRW0010857,2026-04-23 08:55:35,TXN0000062581,73520.67,FAILED,NACH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0015577,ACC0000328,BRW0000684,2026-04-23 10:25:31,TXN0000061895,55722.75,FAILED,NACH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0013964,ACC0012151,BRW0002082,2026-04-23 10:32:08,TXN0000005580,111597.3,FAILED,NETBANKING,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0008694,ACC0024940,BRW0006227,2026-04-23 10:37:42,TXN0000017350,99528.97,SUCCESS,CASH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0020097,ACC0016400,BRW0008212,2026-04-23 10:43:52,TXN0000006587,127425.74,PENDING,UPI,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0009674,ACC0018951,BRW0005815,2026-04-23 10:48:05,TXN0000063501,140740.33,SUCCESS,UPI,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0007874,ACC0021354,BRW0009458,2026-04-23 11:28:23,TXN0000032512,132135.15,SUCCESS,NETBANKING,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0011249,ACC0024424,BRW0001298,2026-04-23 11:59:57,TXN0000031309,149535.32,SUCCESS,NACH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0002426,ACC0012067,BRW0006144,2026-04-23 12:02:08,TXN0000060893,118546.59,REVERSED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0020309,ACC0020965,BRW0011703,2026-04-23 12:38:12,TXN0000028024,134701.37,FAILED,NETBANKING,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0017589,ACC0005456,BRW0003965,2026-04-23 13:44:31,TXN0000013733,40181.85,REVERSED,CARD,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0016968,ACC0007771,BRW0003767,2026-04-23 13:50:12,TXN0000029185,75777.66,PENDING,NETBANKING,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0004153,ACC0001563,BRW0010781,2026-04-23 14:30:55,TXN0000029106,71165.65,SUCCESS,CARD,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0009053,ACC0016756,BRW0002891,2026-04-23 14:42:50,TXN0000042816,88495.54,SUCCESS,NACH,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0021167,ACC0027366,BRW0006165,2026-04-23 15:03:59,TXN0000012011,103090.12,SUCCESS,NETBANKING,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0006889,ACC0025884,BRW0007741,2026-04-23 15:06:22,TXN0000066870,32669.8,REVERSED,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0004840,ACC0013383,BRW0000500,2026-04-23 15:14:40,TXN0000037245,43862.89,SUCCESS,UPI,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0015037,ACC0013511,BRW0002764,2026-04-23 15:37:21,TXN0000033324,84437.66,PENDING,CASH,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0007283,ACC0026551,BRW0001795,2026-04-23 15:40:56,TXN0000041818,66615.05,PENDING,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0014799,ACC0023086,BRW0010432,2026-04-23 15:49:50,TXN0000059993,122121.6,FAILED,UPI,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0021250,ACC0027298,BRW0007873,2026-04-23 18:02:51,TXN0000040672,130113.25,PENDING,UPI,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0003945,ACC0000977,BRW0000237,2026-04-23 18:05:00,TXN0000059301,33268.97,SUCCESS,CASH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0002921,ACC0001648,BRW0008278,2026-04-23 19:47:26,TXN0000063247,115720.39,PENDING,NETBANKING,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0003921,ACC0007418,BRW0001856,2026-04-23 20:01:32,TXN0000000539,116382.49,REVERSED,UPI,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0002012,ACC0005233,BRW0008250,2026-04-23 20:22:28,TXN0000060808,100881.68,FAILED,NACH,VND0000004,0,NON_SUCCESS_STATUS
